ID,Name,Handedness,Birthday,Country,Full Name
0000002844,長谷川拓真,右投右打,1992/05/13,日本,Hasegawa Takuma
0000002845,笹川晃平,右投右打,1994/04/21,日本,Sasagawa Kohei
0000002846,佐藤旭,右投右打,1992/10/09,日本,Sato Asahi
0000002847,矢幡勇人,右投右打,1990/05/23,日本,Yahata Hayato
0000002848,中澤彰太,右投左打,1994/12/02,日本,Nakazawa Syouta
0000002849,長池城磨,右投左打,1993/04/25,日本,Nagaike Joma
0000002850,谷岡竜平,右投右打,1996/03/21,日本,Tanioka Tappei
0000002851,坂本工宜,右投右打,1994/08/19,日本,Sakamoto Koki
0000002852,成瀬功亮,右投右打,1992/08/19,日本,Naruse Kosuke
0000002853,菅原秀,右投左打,1994/04/05,日本,Sugahara Shu
0000002854,中尾輝,左投左打,1994/09/14,日本,Nakao Hikaru
0000002855,寺島成輝,左投左打,1998/07/30,日本,Terashima Naruki
0000002856,島孝明,右投右打,1998/06/26,日本,Shima Takaaki
0000002857,種市篤暉,右投右打,1998/09/07,日本,Taneichi Atsuki
0000002858,京山将弥,右投右打,1998/07/04,日本,Kyoyama Masaya
0000002859,笠井崇正,右投右打,1994/08/07,日本,Kasai Takamasa
0000002860,田中貴也,右投左打,1992/08/27,日本,Tanaka Takaya
0000002861,堀内謙伍,右投左打,1997/04/15,日本,Horiuchi Kengo
0000002862,古賀優大,右投右打,1998/08/07,日本,Koga Yudai
0000002863,柿澤貴裕,右投左打,1994/07/30,日本,Kakizawa Takahiro
0000002864,奥村展征,右投左打,1995/05/26,日本,Okumura Nobuyuki
0000002865,松尾大河,右投右打,1998/04/05,日本,Matsuo Taiga
0000002866,佐野恵太,右投左打,1994/11/28,日本,Sano Keita
0000002867,松原聖弥,右投左打,1995/01/26,日本,Matsubara Seiya
0000002868,田中和基,右投左右開弓,1994/08/08,日本,Tanaka Kazuki
0000002869,細川成也,右投右打,1998/08/04,日本,Hosokawa Seiya
0000002870,山下亜文,左投左打,1996/04/05,日本,Yamashita Amon
0000002871,中村晨,右投右打,1997/08/08,日本,Nakamura Shin
0000002872,吉田凌,右投右打,1997/06/20,日本,Yoshida Ryoh
0000002873,佐藤世那,右投右打,1997/06/02,日本,Sato Sena
0000002874,鈴木優,右投右打,1997/02/05,日本,Suzuki Yu
0000002875,竹安大知,右投右打,1994/09/27,日本,Takeyasu Daichi
0000002876,守屋功輝,右投右打,1993/11/25,日本,Moriya Koki
0000002877,南川忠亮,右投右打,1992/01/13,日本,Tadasuke Minamikawa
0000002878,國場翼,右投左打,1993/12/05,日本,Kokuba Tsubasa
0000002879,木下雄介,右投右打,1993/10/10,日本,Kinoshita Yusuke
0000002880,九鬼隆平,右投右打,1998/09/05,日本,Kuki Ryuhei
0000002881,若月健矢,右投右打,1995/10/04,日本,Wakatsuki Kenya
0000002882,長坂拳弥,右投右打,1994/04/28,日本,Nagasaka Kenya
0000002883,石垣雅海,右投右打,1998/09/21,日本,Ishigaki Masami
0000002884,川瀬晃,右投左打,1997/09/15,日本,Kawase Hikaru
0000002885,茶谷健太,右投右打,1998/01/16,日本,Chatani Kenta
0000002886,黒瀬健太,右投右打,1997/08/12,日本,Kurose Kenta
0000002887,岡﨑大輔,右投左打,1998/09/17,日本,Okazaki Daisuke
0000002888,山田遥楓,右投右打,1996/09/30,日本,Yamada Haruka
0000002889,渡辺勝,右投左打,1993/10/14,日本,Watanabe Masaru
0000002890,鈴木将平,左投左打,1998/05/20,日本,Suzuki Shohei
0000002891,吉川尚輝,右投左打,1995/02/08,日本,Yoshikawa Naoki
0000002910,根本薰,左投左打,1998/07/29,日本,Kaoru Nemoto
0000002911,高井俊,右投右打,1995/08/22,日本,Suguru Takai
0000002923,摩爾,右投右打,1981/06/10,美國,Ben Moore
0000002939,張賢智,右投右打,1983/10/27,中華民國,
0000002940,翁再生,右投右打,1982/01/29,中華民國,
0000002941,楊博超,右投右打,1981/10/25,中華民國,
0000002942,許騰元,右投右打,1983/01/18,中華民國,
0000002943,楊博壬,右投右打,1983/06/02,中華民國,
0000002944,陳宇泰,右投右打,1984/04/14,中華民國,
0000002945,林宗男,右投右打,1981/12/04,中華民國,
0000002946,陳江和,右投右打,1982/01/15,中華民國,
0000002947,鄭乃文,右投右打,1981/04/08,中華民國,
0000002948,莊復華,右投右打,1982/01/11,中華民國,
0000002949,黃正偉,右投右打,1984/02/11,中華民國,
0000002950,陳冠任,左投左打,1982/04/15,中華民國,
0000002951,曾信貴,右投右打,1982/07/11,中華民國,
0000002952,楊明忠,右投右打,1980/08/16,中華民國,
0000002953,黃柏仁,右投右打,1982/11/03,中華民國,
0000002954,何忠龍,右投右打,1981/09/23,中華民國,
0000002955,林正豐,右投右打,1982/12/26,中華民國,
0000002956,黃浩然,右投右打,1982/02/13,中華民國,
0000002957,凃壯勳,右投右打,1982/07/26,中華民國,
0000002958,賴浩鈞,右投右打,1982/01/21,中華民國,
0000002959,劉耿欣,右投右打,1982/01/24,中華民國,
0000002960,賴業安,右投右打,1982/10/17,中華民國,
0000002961,陳永哲,右投右打,1983/03/13,中華民國,
0000002962,曾家賢,右投右打,1981/12/11,中華民國,
0000002963,高俊強,右投右打,1982/02/25,中華民國,
0000002964,方宏哲,右投右打,1982/07/31,中華民國,
0000002965,曾鏡峰,右投右打,1981/10/10,中華民國,
0000002966,陳冠呈,右投右打,1981/04/17,中華民國,
0000002967,許峰賓,右投左右開弓,1981/10/10,中華民國,
0000002968,陳其宏,右投右打,1981/07/31,中華民國,
0000002969,蔡英峰,右投右打,1983/05/26,中華民國,
0000002970,張億得,右投右打,1981/09/20,中華民國,
0000002972,潘健綜,右投右打,1982/09/06,中華民國,
0000002973,葉詠捷,右投右打,1985/04/21,中華民國,
0000002974,郭孟喜,左投左打,1987/01/15,中華民國,
0000002975,林聖凱,右投右打,1978/11/14,中華民國,
0000002976,陳鉉綸,右投右打,1984/11/04,中華民國,
0000002977,林津平,右投右打,1981/05/07,中華民國,
0000002978,胡進夫,右投右打,1980/09/05,中華民國,
0000002979,王志榮,左投左打,1979/11/20,中華民國,
0000002980,張育保,右投左打,1982/08/03,中華民國,
0000002981,王鵬齊,右投右打,1981/07/03,中華民國,
0000002982,許智強,右投右打,1979/12/12,中華民國,
0000002983,李瑋華,左投左打,1985/11/26,中華民國,
0000002984,河玟成,右投右打,1985/07/25,中華民國,
0000002985,林奉諭,右投右打,1986/11/26,中華民國,
0000002986,王豐鑫,右投右打,1983/03/04,中華民國,
0000002987,鄭凱名,右投右打,1983/09/28,中華民國,
0000002988,陳煥揚,右投右打,1985/11/21,中華民國,
0000002989,陳建輔,左投左打,1984/08/03,中華民國,
0000002990,廖偉傑,左投右打,1986/10/08,中華民國,
0000002991,潘俊榮,左投左打,1983/01/02,中華民國,
0000002992,陳信凱,右投右打,1982/05/23,中華民國,
0000002993,陳凱恩,右投右打,1982/08/11,中華民國,
0000002994,林揚智,左投左打,1984/07/04,中華民國,
0000002995,周恒宇,右投右打,1982/01/31,中華民國,
0000002996,李宗融,左投左打,1984/10/30,中華民國,
0000002997,蔡宗佑,右投右打,1982/06/02,中華民國,
0000002998,林建男,左投左打,1983/05/29,中華民國,
0000002999,胡竣傑,右投右打,1980/04/02,中華民國,
0000003000,孫建傑,右投右打,1984/09/20,中華民國,
0000003001,胡軒溢,左投左打,1982/11/22,中華民國,
0000003002,林敬民,右投右打,1980/10/30,中華民國,
0000003003,林永勝,右投右打,1986/09/11,中華民國,
0000003004,鄭博壬,右投右打,1982/10/17,中華民國,
0000003005,顏志中,右投右打,1981/10/11,中華民國,
0000003006,陳彥誌,右投右打,1984/07/26,中華民國,
0000003007,林家緯,右投右打,1981/06/04,中華民國,
0000003008,劉家豪,右投左打,1984/05/28,中華民國,
0000003009,周宗義,右投右打,1970/06/12,中華民國,
0000003012,王芝龍,右投右打,1981/03/23,中華民國,
0000003014,劉奕志,右投右打,1979/12/27,中華民國,
0000003015,萬德祥,左投左打,1982/11/30,中華民國,
0000003016,蔣智聰,右投右打,1983/09/27,中華民國,
0000003017,曹偉慶,左投左打,1983/09/22,中華民國,
0000003018,林永坤,右投右打,1982/10/01,中華民國,
0000003019,吳柏宏,右投右打,1983/06/26,中華民國,
0000003020,倪福德,左投左打,1982/11/14,中華民國,
0000003021,連榕修,右投右打,1983/03/14,中華民國,
0000003022,王薪權,右投左打,1985/07/23,中華民國,
0000003023,洪榮宏,右投右打,1982/09/23,中華民國,
0000003024,徐世傑,左投左打,1982/02/03,中華民國,
0000003025,鍾家寶,右投右打,1981/02/22,中華民國,
0000003026,陳意忠,右投右打,1982/10/23,中華民國,
0000003027,王玉麒,右投右打,1983/03/04,中華民國,
0000003028,黃建超,右投右打,1983/01/06,中華民國,
0000003029,王勇熙,右投右打,1981/10/23,中華民國,
0000003030,林星辰,左投左打,1985/06/04,中華民國,
0000003031,方冠森,右投右打,1982/10/28,中華民國,
0000003032,陳志高,右投右打,1984/06/15,中華民國,
0000003033,潘瑞勳,右投右打,1982/10/14,中華民國,
0000003034,鄭安庭,左投左打,1982/11/12,中華民國,
0000003035,蘇耀祖,右投右打,1984/12/21,中華民國,
0000003036,楊志瑋,右投右打,1986/04/12,中華民國,
0000003037,黃建豪,右投右打,1986/01/08,中華民國,
0000003038,柳宗源,右投左打,1986/11/14,中華民國,
0000003039,林俊良,左投左打,1987/04/16,中華民國,
0000003040,林立凱,右投右打,1987/05/26,中華民國,
0000003041,孟劭穎,左投左打,1987/01/26,中華民國,
0000003042,李彥鋒,右投右打,1985/01/29,中華民國,
0000003043,朱宣政,右投右打,1986/05/01,中華民國,
0000003044,呂佳泰,右投右打,1980/05/12,中華民國,
0000003045,蔡明宏,左投左打,1986/10/23,中華民國,
0000003046,蔡明晋,右投右打,1984/09/28,中華民國,
0000003047,何杉駿,右投右打,1987/02/28,中華民國,
0000003048,葉竹軒,右投右打,1987/03/29,中華民國,
0000003049,簡旭溫,右投右打,1986/10/11,中華民國,
0000003051,朱翊華,右投右打,1986/10/26,中華民國,
0000003052,吳子建,右投右打,1986/10/23,中華民國,
0000003053,林冠仲,左投左打,1984/01/27,中華民國,
0000003054,尤清韋,右投右打,1983/12/29,中華民國,
0000003055,蔡昇翰,右投右打,1987/04/02,中華民國,
0000003056,簡富智,右投右打,1986/04/23,中華民國,
0000003057,黃振宇,右投右打,1987/04/09,中華民國,
0000003058,洪健斌,右投右打,1985/09/03,中華民國,
0000003059,蔣少瑋,右投右打,1985/12/12,中華民國,
0000003060,郭志偉,左投左打,1980/08/29,中華民國,
0000003062,陳子生,右投右打,1985/10/22,中華民國,
0000003064,孫銳銓,右投右打,1987/08/13,中華民國,
0000003065,顏政財,右投右打,1982/10/14,中華民國,
0000003066,鄭景竣,右投左右開弓,1984/08/30,中華民國,
0000003067,李明聰,右投右打,1985/01/28,中華民國,
0000003068,黃楷傑,右投右打,1984/04/28,中華民國,
0000003069,羅少鈞,右投右打,1983/05/17,中華民國,
0000003070,林達偉,右投右打,1985/12/14,中華民國,
0000003071,汪竣泰,右投右打,1986/07/25,中華民國,
0000003072,陳皓然,右投右打,1986/05/09,中華民國,
0000003074,王韋仁,右投右打,1987/06/16,中華民國,
0000003075,許峰賓,右投右打,1985/10/25,中華民國,
0000003076,吳鴻毅,右投右打,1985/11/13,中華民國,
0000003077,黃光永,右投右打,1983/10/20,中華民國,
0000003078,官大元,右投右打,1983/09/09,中華民國,
0000003079,吳弘傑,右投右打,1985/09/12,中華民國,
0000003080,嚴家業,右投右打,1984/12/10,中華民國,
0000003081,陳南屏,右投右打,1985/03/03,中華民國,
0000003083,謝松武,右投右打,1986/03/13,中華民國,
0000003084,蕭清龍,右投右打,1984/10/02,中華民國,
0000003085,增鈺傑,右投右打,1986/08/31,中華民國,
0000003086,陳偉建,左投左打,1985/12/31,中華民國,
0000003087,李新邦,右投右打,1983/12/15,中華民國,
0000003088,程重叡,右投左打,1982/09/26,中華民國,
0000003089,高敏靜,右投右打,1984/12/07,中華民國,
0000003090,買嘉瑞,右投右打,1987/02/25,中華民國,
0000003091,王國政,右投右打,1978/10/21,中華民國,
0000003092,曾嘉敏,右投右打,1983/05/07,中華民國,
0000003093,陳彥銘,右投右打,1980/05/26,中華民國,
0000003094,黃健隆,右投右打,1986/10/10,中華民國,
0000003095,曾俊彥,右投右打,1982/01/30,中華民國,
0000003096,潘忠孝,左投左打,1983/07/17,中華民國,
0000003098,利弘揚,右投右打,1984/02/26,中華民國,
0000003099,黃榮義,右投右打,1982/05/02,中華民國,
0000003101,沈志偉,右投左打,1988/06/27,中華民國,
0000003103,黃騤榮,右投右打,1979/06/30,中華民國,
0000003104,林芳勇,右投右打,1981/09/22,中華民國,
0000003105,李福源,右投右打,1982/12/13,中華民國,
0000003106,林錦龍,右投左打,1988/02/22,中華民國,
0000003108,王燕國,右投右打,1974/12/13,中華民國,
0000003109,黃鈞棠,右投右打,1981/03/26,中華民國,
0000003110,洪煒杰,右投右打,1981/01/05,中華民國,
0000003111,林俊萍,右投右打,1980/04/12,中華民國,
0000003112,林加祐,右投右打,1982/03/28,中華民國,
0000003113,蘇偉銓,右投左打,1983/11/21,中華民國,
0000003114,武立瑋,右投右打,1983/11/14,中華民國,
0000003115,林瑋恩,右投右打,1988/03/22,中華民國,
0000003116,林志祥,右投右打,1977/05/13,中華民國,
0000003117,邵乙航,右投右打,1986/03/04,中華民國,
0000003118,鄭嘉明,右投右打,1982/10/17,中華民國,
0000003119,林立偉,右投右打,1978/11/18,中華民國,
0000003120,李宏裕,右投右打,1979/04/19,中華民國,
0000003121,許人介,右投右打,1980/09/24,中華民國,
0000003122,王建明,右投右打,1979/04/12,中華民國,
0000003123,夏嘉良,右投左打,1984/01/29,中華民國,
0000003125,楊家宏,右投右打,1982/05/03,中華民國,
0000003126,吳瑞心,右投右打,1977/02/25,中華民國,
0000003127,呂榮宗,左投左打,1981/06/02,中華民國,
0000003128,雷凱迪,右投右打,1984/12/30,中華民國,
0000003129,楊賢政,右投右打,1985/10/18,中華民國,
0000003130,林瑋翔,右投右打,1986/01/12,中華民國,
0000003131,陳泰璋,右投右打,1986/11/04,中華民國,
0000003132,蘇文彰,左投左打,1986/08/14,中華民國,
0000003133,林豐裕,左投左打,1986/06/09,中華民國,
0000003134,賴俊男,左投左打,1985/07/20,中華民國,
0000003135,吳名程,右投右打,1987/04/21,中華民國,
0000003136,溫奕祥,左投左打,1986/09/02,中華民國,
0000003137,王喬永,右投右打,1978/11/14,中華民國,
0000003138,陳瑞慕,右投右打,1986/02/12,中華民國,
0000003140,林家煌,右投右打,1983/04/15,中華民國,
0000003141,楊武峻,右投右打,1978/10/07,中華民國,
0000003142,柯元博,右投右打,1981/02/21,中華民國,
0000003143,李建慶,左投左打,1980/11/12,中華民國,
0000003144,林益全,右投左打,1985/11/11,中華民國,
0000003145,郭修延,右投右打,1986/06/09,中華民國,
0000003146,黃昶恩,右投右打,1980/06/07,中華民國,
0000003147,林承宏,右投右打,1987/08/01,中華民國,
0000003148,莊智捷,右投右打,1978/03/17,中華民國,
0000003149,呂俊緯,右投右打,1980/07/08,中華民國,
0000003150,吳韋翰,右投右打,1982/07/19,中華民國,
0000003151,林進偉,左投左打,1984/07/22,中華民國,
0000003152,吳明儀,左投左打,1984/11/11,中華民國,
0000003153,謝永源,右投右打,1987/10/22,中華民國,
0000003154,林廉凱,右投右打,1985/12/30,中華民國,
0000003155,尤信男,右投右打,1987/03/17,中華民國,
0000003156,曾偉誠,右投右打,1983/09/08,中華民國,
0000003157,涂信義,左投左打,1987/12/03,中華民國,
0000003158,李文星,右投右打,1988/05/09,中華民國,
0000003159,黃宏任,右投右打,1983/08/12,中華民國,
0000003160,施銘傳,左投左打,1985/08/26,中華民國,
0000003161,朱偉銘,右投右打,1985/09/25,中華民國,
0000003162,朱世宏,右投右打,1983/12/10,中華民國,
0000003163,康哲瑋,右投右打,1983/09/27,中華民國,
0000003164,楊吉平,右投右打,1981/03/24,中華民國,
0000003165,吳志峰,右投右打,1981/06/02,中華民國,
0000003166,楊展旭,右投右打,1985/06/12,中華民國,
0000003167,許銘倢,右投右打,1985/04/10,中華民國,
0000003168,陳同霆,右投右打,1984/03/28,中華民國,
0000003169,唐安,右投右打,1984/10/01,中華民國,
0000003170,王湘嵐,左投左打,1987/08/31,中華民國,
0000003171,林育鴻,右投右打,1988/05/26,中華民國,
0000003172,蔡宗頤,右投右打,1988/01/20,中華民國,
0000003173,王俊閔,右投右打,1988/01/18,中華民國,
0000003174,郭永維,右投右打,1988/04/13,中華民國,
0000003175,郭文凱,右投右打,1988/01/03,中華民國,
0000003176,陳釩碩,右投右打,1988/02/12,中華民國,
0000003177,黃義山,右投右打,1986/11/12,中華民國,
0000003178,王昱博,右投右打,1984/09/24,中華民國,
0000003179,郭仲倫,右投右打,1988/09/12,中華民國,
0000003180,蕭慶甫,右投右打,1984/10/04,中華民國,
0000003181,羅政龍,左投左打,1987/03/07,中華民國,
0000003182,張佳瑋,右投右打,1988/02/02,中華民國,
0000003183,張志豪,右投左打,1987/05/15,中華民國,
0000003184,高鵬翔,右投左打,1987/03/24,中華民國,
0000003185,陳少青,右投右打,1985/03/29,中華民國,
0000003186,王偉仲,右投右打,1987/06/25,中華民國,
0000003187,沈昌敏,右投右打,1987/11/20,中華民國,
0000003189,林有昌,右投右打,1988/08/25,中華民國,
0000003190,藍少文,右投左打,1988/06/07,中華民國,
0000003192,方克偉,右投右打,1988/05/10,中華民國,
0000003196,黃義哲,右投右打,1983/02/14,中華民國,
0000003197,李義偉,右投右打,1983/08/18,中華民國,
0000003198,許秦瑋,左投左打,1983/08/31,中華民國,
0000003199,林錦章,右投右打,1982/12/17,中華民國,
0000003200,李冠緯,右投右打,1983/10/31,中華民國,
0000003201,郭俊佑,右投右打,1984/04/20,中華民國,
0000003202,鄭友宗,右投右打,1983/12/15,中華民國,
0000003203,蔡奕亘,右投右打,1987/11/26,中華民國,
0000003204,紀榮家,右投右打,1985/03/26,中華民國,
0000003205,陳建霖,右投右打,1984/06/05,中華民國,
0000003206,陳銪顯,左投左打,1984/02/06,中華民國,
0000003207,沈福仁,右投右打,1984/02/06,中華民國,
0000003208,林其緯,右投左打,1984/04/07,中華民國,
0000003209,吳家維,右投右打,1983/06/25,中華民國,
0000003210,李振男,右投右打,1984/08/27,中華民國,
0000003211,王勝偉,右投右打,1984/04/01,中華民國,Haro Ngayaw
0000003212,陳聯豐,右投右打,1985/05/27,中華民國,
0000003213,吳家輝,右投右打,1983/10/23,中華民國,
0000003214,陳宗宏,右投左打,1983/12/19,中華民國,
0000003215,呂祐華,右投右打,1982/10/27,中華民國,
0000003216,李建苳,右投右打,1984/10/25,中華民國,
0000003218,吳廷峻,右投右打,1987/02/09,中華民國,
0000003219,吳國豪,右投右打,1988/06/30,中華民國,
0000003220,黃崇原,右投右打,1988/07/11,中華民國,
0000003221,林庭逸,右投左打,1985/10/19,中華民國,
0000003222,蘇袁億,右投左右開弓,1985/07/29,中華民國,
0000003223,陳智燿,左投左打,1989/01/13,中華民國,
0000003224,王政傑,右投右打,1987/03/28,中華民國,
0000003225,吳宗峻,左投左打,1984/12/31,中華民國,
0000003227,劉建宏,右投右打,1985/11/23,中華民國,
0000003228,蔡璟豪,右投右打,1987/06/01,中華民國,
0000003229,徐培元,右投右打,1987/06/07,中華民國,
0000003230,胡偉民,右投右打,1985/03/01,中華民國,
0000003232,李家駒,右投右打,1988/02/01,中華民國,
0000003233,鄧堯中,右投右打,1987/11/12,中華民國,
0000003234,高瑞祥,右投右打,1985/02/04,中華民國,
0000003235,郭瑞穎,右投右打,1986/07/28,中華民國,
0000003236,林宇祥,右投右打,1988/02/23,中華民國,
0000003237,陳柏丞,右投右打,1987/07/08,中華民國,
0000003238,劉家名,右投右打,1987/05/26,中華民國,
0000003239,藍少白,右投左打,1986/03/23,中華民國,
0000003240,鍾昆龍,右投右打,1985/12/15,中華民國,
0000003241,宋定穎,右投右打,1988/10/23,中華民國,
0000003242,陳秉村,右投左打,1988/10/10,中華民國,
0000003244,施博詠,右投右打,1988/03/09,中華民國,
0000003245,郭冠辰,右投右打,1988/11/17,中華民國,
0000003246,曹志培,右投右打,1988/11/17,中華民國,
0000003247,楊竣凱,左投左打,1985/03/29,中華民國,
0000003248,李家航,左投左打,1987/07/31,中華民國,
0000003249,王英山,右投右打,1989/09/19,中華民國,
0000003250,江信德,右投右打,1989/03/01,中華民國,
0000003252,吳建緯,左投左打,1988/11/11,中華民國,
0000003253,潘清龍,右投右打,1988/10/16,中華民國,
0000003254,方玄宗,右投右打,1988/12/26,中華民國,
0000003255,陳偉漢,右投右打,1989/08/29,中華民國,
0000003256,楊承駿,右投右打,1988/11/04,中華民國,
0000003257,王志豪,右投右打,1989/01/02,中華民國,
0000003258,蔡秉師,左投左打,1985/10/25,中華民國,
0000003259,方南堯,右投左打,1987/01/12,中華民國,
0000003260,張鎧巖,右投右打,1989/05/27,中華民國,
0000003261,施守雄,右投左打,1989/02/17,中華民國,
0000003262,林王啟瑋,右投右打,1989/07/29,中華民國,
0000003263,李濠任,右投右打,1986/08/26,中華民國,
0000003264,謝長融,左投左打,1987/11/27,中華民國,
0000003265,何家榮,右投右打,1988/11/18,中華民國,
0000003266,朱瑞宗,右投右打,1989/02/12,中華民國,
0000003267,林羿迪,右投右打,1985/05/31,中華民國,
0000003269,黃佳瑋,右投右打,1986/02/05,中華民國,
0000003270,李佳明,右投右打,1983/12/16,中華民國,
0000003271,林正雄,右投右打,1983/02/07,中華民國,
0000003272,曾貴龍,右投右打,1982/08/23,中華民國,
0000003273,周廣勝,右投右打,1984/12/13,中華民國,
0000003274,郭湳德,右投右打,1984/11/11,中華民國,
0000003275,朱元勤,右投左打,1986/07/17,中華民國,
0000003276,謝志強,右投右打,1985/12/11,中華民國,
0000003277,林偉,右投右打,1986/05/19,中華民國,
0000003278,買嘉儀,右投右打,1986/01/17,中華民國,
0000003280,卓志名,右投右打,1987/02/01,中華民國,
0000003281,陳兆勛,右投右打,1984/11/25,中華民國,
0000003282,吳彥廷,右投右打,1987/06/19,中華民國,
0000003284,唐肇廷,右投左打,1987/10/12,中華民國,
0000003285,黃宗龍,右投右打,1988/02/19,中華民國,
0000003286,詹景喬,左投左打,1988/10/08,中華民國,
0000003287,黃恩賜,右投右打,1988/02/12,中華民國,Mayaw Paong
0000003288,黃智培,右投右打,1987/11/16,中華民國,
0000003289,許躍騰,右投右打,1988/06/21,中華民國,
0000003290,李金龍,右投右打,1988/02/04,中華民國,
0000003291,陳俊霖,右投右打,1988/01/01,中華民國,
0000003292,賴鴻誠,左投左打,1988/04/26,中華民國,
0000003293,楊先賢,右投右打,1987/08/09,中華民國,
0000003294,林克謙,右投右打,1986/05/05,中華民國,
0000003295,蔡森夫,右投右打,1987/08/27,中華民國,
0000003296,羅博宇,右投右打,1988/11/19,中華民國,
0000003297,陳敏賜,右投右打,1989/12/06,中華民國,
0000003298,林筱安,右投右打,1987/01/17,中華民國,
0000003299,吳政憲,右投右打,1984/11/15,中華民國,
0000003300,蔡志渟,右投左打,1988/09/28,中華民國,
0000003301,李友勝,右投右打,1988/12/21,中華民國,
0000003302,顏浡宇,右投右打,1989/01/15,中華民國,
0000003303,余宗翰,右投右打,1985/08/24,中華民國,
0000003304,李政翰,右投右打,1985/11/13,中華民國,
0000003305,鍾承祐,右投右打,1985/01/31,中華民國,
0000003306,賴泊凱,右投右打,1989/06/23,中華民國,
0000003307,宇招任,右投右打,1984/03/24,中華民國,
0000003308,黃佳明,右投右打,1987/07/23,中華民國,
0000003309,謝明翰,右投右打,1989/02/20,中華民國,
0000003310,金建中,右投右打,1989/01/03,中華民國,
0000003312,郭明偉,右投右打,1984/12/02,中華民國,
0000003313,吳晉嘉,右投右打,1989/03/30,中華民國,
0000003314,葉謦瑋,右投右打,1989/02/22,中華民國,
0000003315,鄭展誠,右投右打,1989/01/22,中華民國,
0000003316,周昱志,左投左打,1989/08/27,中華民國,
0000003317,陽聖凱,右投右打,1981/12/25,中華民國,
0000003318,盧昱凱,右投右打,1986/10/26,中華民國,
0000003319,王志昌,右投右打,1983/02/01,中華民國,
0000003320,李冠年,右投右打,1988/01/16,中華民國,
0000003321,郭堯龍,右投右打,1988/06/14,中華民國,
0000003322,杜豐亦,右投右打,1988/10/17,中華民國,
0000003323,余浩庭,右投右打,1988/10/17,中華民國,
0000003324,戴于盛,左投左打,1988/03/19,中華民國,
0000003325,江秉峯,右投右打,1985/09/27,中華民國,
0000003326,何寬揚,右投右打,1988/03/31,中華民國,
0000003327,孫建傑,右投右打,1984/09/20,中華民國,
0000003328,羅嘉仁,右投右打,1986/04/07,中華民國,
0000003329,姜建銘,右投右打,1985/05/27,中華民國,
0000003330,張誌家,右投右打,1980/05/06,中華民國,
0000003331,李振昌,右投右打,1986/10/21,中華民國,
0000003332,林柏佑,右投右打,1986/09/16,中華民國,
0000003333,李居冠,右投右打,1987/10/19,中華民國,
0000003334,鄭凱文,右投右打,1988/07/26,中華民國,
0000003335,黃志龍,右投右打,1989/02/22,中華民國,
0000003336,林琨笙,右投右打,1987/03/08,中華民國,
0000003337,蔣智賢,右投左打,1988/02/21,中華民國,
0000003338,高國輝,右投右打,1985/09/26,中華民國,
0000003339,林哲瑄,右投右打,1988/09/21,中華民國,
0000003340,唐嘉駿,左投左打,1984/12/21,中華民國,
0000003341,邱子愷,左投左打,1987/09/14,中華民國,
0000003342,林瀚,右投右打,1985/01/24,中華民國,
0000003343,郭嚴文,右投左打,1988/10/25,中華民國,
0000003344,李晉銘,右投右打,1984/01/03,中華民國,
0000003345,林智平,右投右打,1985/03/23,中華民國,
0000003346,林志賢,右投右打,1984/12/26,中華民國,
0000003347,沈彥丞,右投右打,1985/08/05,中華民國,
0000003348,郭健瑜,右投右打,1984/09/24,中華民國,
0000003349,王勝榮,右投右打,1982/03/17,中華民國,
0000003350,劉育辰,右投右打,1985/02/03,中華民國,
0000003351,李金木,右投右打,1985/05/02,中華民國,
0000003352,林煜清,右投左打,1988/12/29,中華民國,
0000003353,吳昇峰,右投右打,1987/07/28,中華民國,
0000003354,葉彥男,右投右打,1984/12/05,中華民國,
0000003355,郭峰駿,右投右打,1988/11/05,中華民國,
0000003356,李育儒,右投左打,1989/02/08,中華民國,
0000003357,廖英傑,右投右打,1984/09/17,中華民國,
0000003358,謝明宗,右投右打,1983/09/20,中華民國,
0000003359,張政憲,右投右打,1984/12/07,中華民國,
0000003360,劉裕安,右投左打,1985/03/17,中華民國,
0000003361,楊宗範,右投左打,1984/11/12,中華民國,
0000003362,陳韋閔,右投左打,1985/07/22,中華民國,
0000003363,古志忠,右投右打,1982/01/29,中華民國,
0000003364,楊冠毅,右投右打,1985/02/17,中華民國,
0000003365,王建勛,左投左打,1985/05/06,中華民國,
0000003366,施宏明,左投左打,1985/02/07,中華民國,
0000003367,邱俊霖,右投右打,1984/04/17,中華民國,
0000003369,豐智凱,左投左打,1987/01/08,中華民國,
0000003370,施啟仁,右投左打,1989/06/03,中華民國,
0000003371,楊柏安,右投右打,1988/11/03,中華民國,
0000003374,李嘉榮,右投右打,1988/11/03,中華民國,
0000003375,王泓凱,右投右打,1983/11/25,中華民國,
0000003376,詹宗晏,右投右打,1987/06/12,中華民國,
0000003377,洪偉翔,右投右打,1989/01/20,中華民國,
0000003378,余書農,左投左打,1983/06/24,中華民國,
0000003379,林威廷,右投右打,1989/08/16,中華民國,
0000003380,陳俊諺,右投右打,1988/04/24,中華民國,
0000003381,吳佶,右投右打,1987/03/25,中華民國,
0000003382,林國統,右投右打,1987/03/02,中華民國,
0000003383,黃明德,右投左打,1986/11/30,中華民國,
0000003384,黃明輝,右投右打,1986/11/30,中華民國,
0000003385,蘇瑋傑,右投右打,1987/11/11,中華民國,
